No.,Items1,Items2,Items3,Items4,Items5,Items6,Items7,Items8,Items9,,,,,,,,,,,,,,,,,,,,,,,
3840,Kroket,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,Bollen_pisang,Kue_Kering,Sosis_solo,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,Camilan_khas_pati,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,Sosis_solo,RotiManis_Selai,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Sosis_solo,Donat,EsCoklat_botol,Kroket,RotiManis_Keju,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3846,Roti_Tawar,Donat,Arem_arem,Misoa,EsKopi_botol,Sosis_solo,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
3847,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,Kue_Kering,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,Camilan_khas_pati,EsCoklat_botol,Maffin,Kue_Kering,KunirAsem_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3850,Risoles,Kroket,EsCoklat_botol,Lemper,RotiManis_Keju,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,Arem_arem,Misoa,Brownies,Maffin,EsCoklat_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3853,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,Camilan_khas_pati,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,Camilan_khas_pati,Risoles,RotiManis_Keju,Sosis_solo,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,Kroket,Roti_Tawar,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,Kue_Kering,EsKopi_botol,Camilan_khas_pati,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,Kue_lumpur,Misoa,Arem_arem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,Kue_lumpur,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,Risoles,Kroket,EsCoklat_botol,Maffin,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3866,Sosis_solo,Arem_arem,EsCoklat_botol,Kue_Kering,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,Maffin,Kroket,EsCoklat_botol,Camilan_khas_pati,Brownies,Arem_arem,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,
3868,Arem_arem,EsCoklat_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,Bollen_pisang,Kue_Kering,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,Kue_Kering,Sosis_solo,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,Sosis_solo,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,RotiManis_Coklat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,Roti_Tawar,Apem,EsCoklat_botol,Risoles,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,Kue_lumpur,Sosis_solo,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,Sosis_solo,Arem_arem,Camilan_khas_pati,Maffin,EsCoklat_botol,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,Arem_arem,Risoles,RotiManis_Selai,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,Kue_lumpur,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,Arem_arem,RotiManis_Coklat,EsCoklat_botol,Kue_lumpur,Brownies,RotiManis_Keju,Donat,Camilan_khas_pati,,,,,,,,,,newspapers,,,,,,,,,,,,,,
3885,Maffin,Donat,Sosis_solo,Kroisan,Lemper,KunirAsem_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3886,Kroket,EsCoklat_botol,Risoles,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,Kroket,Roti_Tawar,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,Kroket,Sosis_solo,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,Arem_arem,EsKopi_botol,Camilan_khas_pati,Donat,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,Arem_arem,Risoles,EsCoklat_botol,Kue_lumpur,Kroisan,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3892,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,Bollen_pisang,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,Maffin,Risoles,Sosis_solo,Kroisan,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3896,Risoles,Arem_arem,KunirAsem_botol,EsCoklat_botol,Brownies,RotiManis_Keju,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
3897,Kroket,RotiManis_Coklat,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,Arem_arem,EsCoklat_botol,Lemper,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,Kue_lumpur,Kroket,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,Kroket,Roti_Tawar,Risoles,RotiManis_Keju,Brownies,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3903,Kroket,Brownies,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3904,Bollen_pisang,Kue_Kering,Arem_arem,Maffin,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,Roti_Tawar,RotiManis_Coklat,Kue_lumpur,Misoa,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,Kroisan,EsKopi_botol,RotiManis_Coklat,RotiManis_Selai,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3907,Camilan_khas_pati,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,Camilan_khas_pati,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,Camilan_khas_pati,Kue_lumpur,Sosis_solo,Misoa,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,RotiManis_Keju,Misoa,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,Roti_Tawar,RotiManis_Coklat,Arem_arem,Misoa,EsKopi_botol,Sosis_solo,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
3912,Roti_Tawar,Kroket,EsCoklat_botol,Maffin,Kue_lumpur,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3913,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,Risoles,Arem_arem,Kue_lumpur,RotiManis_Keju,Brownies,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3915,RotiManis_Keju,Arem_arem,EsCoklat_botol,Donat,Kue_lumpur,Brownies,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
3916,Bollen_pisang,Kue_Kering,EsCoklat_botol,Camilan_khas_pati,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,Maffin,Arem_arem,EsCoklat_botol,Donat,Brownies,Kroisan,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
3919,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,Sosis_solo,Kroket,RotiManis_Keju,Risoles,Kue_lumpur,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3921,Kue_Kering,Donat,RotiManis_Keju,Arem_arem,EsCoklat_botol,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,EsKopi_botol,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,Roti_Tawar,Donat,Risoles,Brownies,Maffin,EsCoklat_botol,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
3924,Risoles,Apem,Sosis_solo,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,Kroket,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,Bollen_pisang,Kue_Kering,EsCoklat_botol,Maffin,Brownies,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3928,RotiManis_Keju,Donat,EsCoklat_botol,Lemper,RotiManis_Coklat,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3929,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,Kroket,Donat,Camilan_khas_pati,Misoa,RotiManis_Keju,EsKopi_botol,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
3931,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,Risoles,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,Kroket,Risoles,Camilan_khas_pati,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,RotiManis_Keju,Apem,EsCoklat_botol,Risoles,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,Camilan_khas_pati,EsCoklat_botol,Kroisan,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,Camilan_khas_pati,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,Bollen_pisang,Kue_Kering,EsCoklat_botol,Maffin,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3941,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,Arem_arem,Apem,RotiManis_Keju,Maffin,Brownies,EsCoklat_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3943,Arem_arem,Donat,Risoles,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,Sosis_solo,Maffin,RotiManis_Keju,Lemper,Kue_lumpur,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3945,Maffin,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,Brownies,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,Sosis_solo,Apem,RotiManis_Selai,Roti_Tawar,RotiManis_Keju,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3949,Kroket,Apem,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,Camilan_khas_pati,EsCoklat_botol,Maffin,Kroisan,Apem,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3951,Kroket,Apem,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,Bollen_pisang,Kue_Kering,Sosis_solo,Misoa,RotiManis_Keju,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3953,Camilan_khas_pati,EsCoklat_botol,Kroket,Roti_Tawar,Maffin,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3954,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,Lemper,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3955,Bollen_pisang,Kue_Kering,KunirAsem_botol,Misoa,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3956,Risoles,Arem_arem,Sosis_solo,Kroket,EsKopi_botol,Brownies,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
3957,Arem_arem,RotiManis_Coklat,Donat,Kue_lumpur,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,Risoles,Kroket,Sosis_solo,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,Bollen_pisang,Kue_Kering,Donat,Lemper,Brownies,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,Roti_Tawar,RotiManis_Coklat,KunirAsem_botol,Kue_Kering,RotiManis_Keju,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3961,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,Arem_arem,Kroket,EsCoklat_botol,Maffin,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,Kroket,KunirAsem_botol,Camilan_khas_pati,Roti_Tawar,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,Kroket,Apem,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,Arem_arem,RotiManis_Coklat,EsKopi_botol,Kue_Kering,EsCoklat_botol,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,Camilan_khas_pati,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,Arem_arem,Roti_Tawar,EsCoklat_botol,RotiManis_Selai,Kroisan,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3969,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,Roti_Tawar,Kroket,Kue_lumpur,Risoles,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3971,Kroket,Brownies,EsCoklat_botol,Sosis_solo,Maffin,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,candy,seasonal products,,,,,,,,,,,,,
3972,Maffin,Kroket,EsCoklat_botol,Kroisan,RotiManis_Keju,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3973,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,Bollen_pisang,Kue_Kering,Sosis_solo,Lemper,Kue_lumpur,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3975,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,Camilan_khas_pati,Kroisan,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,Bollen_pisang,Kue_Kering,EsCoklat_botol,Misoa,RotiManis_Keju,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3979,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,Kroket,Apem,RotiManis_Keju,Kue_lumpur,Misoa,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
3981,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,Arem_arem,Sosis_solo,Camilan_khas_pati,Donat,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,Kue_Kering,Sosis_solo,Camilan_khas_pati,Arem_arem,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,Arem_arem,EsCoklat_botol,Donat,Kue_lumpur,EsKopi_botol,Apem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
3985,Maffin,Arem_arem,Kue_lumpur,Misoa,EsKopi_botol,Brownies,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
3986,Kue_lumpur,EsCoklat_botol,Donat,Bollen_pisang,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,Kroket,Apem,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,KunirAsem_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,Arem_arem,Misoa,Sosis_solo,Maffin,Brownies,EsCoklat_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
3993,Arem_arem,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3994,Roti_Tawar,Kroket,EsCoklat_botol,RotiManis_Selai,RotiManis_Keju,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
3995,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,Kroket,Apem,RotiManis_Keju,Donat,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,Camilan_khas_pati,EsCoklat_botol,Donat,Roti_Tawar,Kroisan,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
3998,Kue_Kering,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,Kue_lumpur,Maffin,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,Arem_arem,Donat,Kue_lumpur,Misoa,Brownies,EsCoklat_botol,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4002,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,Bollen_pisang,Kue_Kering,EsCoklat_botol,Brownies,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,Sosis_solo,EsCoklat_botol,RotiManis_Keju,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,Maffin,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,Bollen_pisang,Kue_Kering,Sosis_solo,Maffin,Kue_lumpur,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4011,Kroket,RotiManis_Selai,Risoles,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,Kue_lumpur,EsCoklat_botol,Kroisan,Lemper,KunirAsem_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4013,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,Kroket,RotiManis_Coklat,RotiManis_Keju,Kue_lumpur,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,Camilan_khas_pati,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,Kroket,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,Maffin,Risoles,Kue_lumpur,Sosis_solo,Lemper,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4018,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,EsCoklat_botol,RotiManis_Coklat,RotiManis_Keju,Lemper,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,Camilan_khas_pati,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,Bollen_pisang,Kue_Kering,Maffin,Risoles,Kue_lumpur,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4026,Kue_lumpur,Risoles,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,Misoa,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,Maffin,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,Kroket,Risoles,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,Risoles,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,Kroket,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,Risoles,Arem_arem,Sosis_solo,RotiManis_Selai,Maffin,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4033,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Misoa,EsKopi_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4034,Maffin,Kroket,Sosis_solo,Kroisan,RotiManis_Keju,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4035,Lemper,EsCoklat_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,RotiManis_Keju,Apem,Sosis_solo,Misoa,Brownies,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4037,Kroket,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,Camilan_khas_pati,Apem,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,Arem_arem,EsCoklat_botol,Camilan_khas_pati,Roti_Tawar,Brownies,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,Kroket,Apem,EsKopi_botol,Camilan_khas_pati,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,RotiManis_Coklat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,Sosis_solo,Kroket,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,Kue_lumpur,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,KunirAsem_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,Kue_lumpur,Kroket,EsCoklat_botol,Kue_Kering,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4046,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kroket,RotiManis_Keju,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4048,Risoles,EsCoklat_botol,Maffin,Kroisan,Apem,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4049,Roti_Tawar,Arem_arem,Camilan_khas_pati,Misoa,EsCoklat_botol,Brownies,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4050,Kroket,Maffin,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,Roti_Tawar,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,Arem_arem,Misoa,EsCoklat_botol,Maffin,Brownies,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4053,Camilan_khas_pati,EsCoklat_botol,Roti_Tawar,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,Kroket,EsKopi_botol,Kroisan,RotiManis_Selai,Risoles,Arem_arem,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
4055,Arem_arem,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,Roti_Tawar,Kroket,EsCoklat_botol,RotiManis_Selai,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4057,RotiManis_Keju,RotiManis_Coklat,Arem_arem,KunirAsem_botol,Brownies,Sosis_solo,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4058,Kroket,EsKopi_botol,Roti_Tawar,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
